movie_id,user_id,rating
96,100,1.7426276834974739
107,161,4.240210557330985
10030,175,0.9798237549620996
81188,107,2.9572600106399993
155,215,4.009831423498381
6282,323,3.188096915890662
132363,160,3.633030656659845
679,121,3.9162957647222862
24021,130,0.875619903758424
76285,192,5.0
1777,130,3.8863774274562544
23483,157,1.7077419336546957
1878,137,3.231567436569864
106646,160,4.414717907426744
1894,237,1.098148015277613
120467,163,1.856566683625598
928,138,4.823250424927207
944,325,2.7846539817880376
11618,144,1.6642295704521801
295964,154,5.0
11217,269,5.0
296098,142,3.6820134906729405
52451,183,0.9201905439325153
48138,247,2.6510027285754245
8265,247,2.770000564131736
274854,107,4.433352975160262
49529,102,3.4158298578054618
40807,174,3.455650539831497
10096,410,0.15119224979981327
744,227,0.32513389100437573
2355,400,1.6394497665797028
582,180,1.6557112742813278
293863,113,1.4257350079940276
489,121,1.1749239944494003
87421,196,4.911467569564414
2044,113,3.5782309330590727
52520,189,0.0
675,102,3.7906896703943653
2493,185,4.174096520151284
57800,171,2.6340420062183645
62,118,3.4191100777877743
9880,203,3.756991910589889
500,102,1.6220288318201506
291805,381,3.0709120348952563
9532,644,2.852260625629951
68721,114,3.8165455250694604
49051,103,3.7533137364002997
194,151,2.819528560387894
44833,156,2.2889428779408294
11517,108,3.6755660313980707
296099,643,0.6755605842793795
257091,127,4.479812952935795
268,149,2.5004095279550422
102899,100,2.346895964789419
267935,142,0.0
329,117,3.0522906750588676
333371,379,3.097713252182619
333371,439,2.910736957739864
281957,191,4.106804701139225
1895,129,3.3034845063814067
674,1000,3.769715798561498
82690,134,2.801625192790918
8741,180,4.371613392360947
602,132,3.193014632207569
240,847,2.527928107285187
8975,114,5.0
54138,263,4.528445859394564
73,107,2.0330277209006717
274,135,3.920581081282049
252512,294,3.777378504703655
42188,160,3.2690998917393572
157336,111,2.35300180682463
598,500,1.9346725555914768
35690,103,5.0
116149,240,2.3624914170373925
6479,252,4.866226963990316
146233,100,3.4651287274202653
33,140,2.9214862112894524
302699,318,3.5439288767759054
41154,204,0.4754783217291041
60308,106,5.0
137106,130,3.9399576565365697
307081,279,3.9386633692702615
27205,267,3.4599789929194604
10014,127,3.704981386766759
242582,142,2.814231640013911
812,124,3.4696579449024516
944,181,1.2829942936103464
8054,552,5.0
72571,107,1.561752204003641
22,109,0.36077744356169683
70160,108,3.3379347861600914
9963,173,2.896419074351585
500,126,4.5647436027635395
76203,149,5.0
9550,165,5.0
278,180,3.79008604334507
290595,103,2.103962449387608
20943,272,3.003874715592727
585,272,2.020799435381856
22,251,5.0
127585,212,0.6824766052965452
80274,425,3.504811941758562
27579,102,3.443223357135682
64688,101,0.0
16996,136,3.6744419757546254
8681,146,2.2730029989159934
1417,233,1.3823734007841972
58224,119,2.8228503163298218
5255,198,2.6074270243903928
1124,113,4.956360614334534
62177,276,4.790236354493698
11661,101,3.7900512772036636
1954,105,5.0
75780,332,4.626141607433414
9693,136,2.2998922064670735
11973,557,1.1854753098868738
27205,389,5.0
198277,142,0.0
211672,171,1.7944363440595095
9760,261,5.0
16577,144,2.976259567576566
273248,102,5.0
76726,193,2.6416195279880372
25195,252,0.6691612377219434
59859,171,3.8557772880136287
18533,143,2.4396525568446132
10782,157,1.9541043932944941
36657,112,1.202691482318372
14574,111,2.030682181975017
190859,125,3.124482613761438
36657,108,4.8105644771139
628,116,0.6022920734016828
273895,109,2.906996229343454
296,152,3.694141046962164
135397,153,5.0
686,143,0.36762228631515015
152601,156,1.8204100241842305
205596,131,5.0
8077,137,4.812104836725037
105864,147,2.1106723026396885
87827,102,3.5249618964770715
10521,108,5.0
105,113,3.5279759515118503
82654,173,4.325825534218828
165,145,0.8278374992069626
1487,113,3.7406896236794673
11072,245,3.7245436967805268
17578,109,3.521124888701029
76492,175,3.9751857700250373
1891,132,1.3771589510308408
924,127,1.7627253320020233
210577,183,3.546953448569222
105,126,4.528918773892348
345,221,3.436165164916232
228150,122,2.391609538438076
34806,103,1.076701183088625
1956,127,0.7723534792119522
286217,183,3.2057908322883613
85,101,2.88232900964143
297761,255,5.0
808,136,2.9963027790830425
98566,113,0.8486130452437033
293660,106,3.7546432955521367
100042,195,2.6528247884085405
8461,122,3.091227791801324
197,106,3.9292954827207907
270303,218,1.936974895724
11324,109,1.1361408200475716
9655,100,1.8394401918572256
453,119,1.8756743896416002
3933,140,0.7464263485152394
205584,102,1.902742648586813
272,119,5.0
9615,127,3.0675135927390644
601,140,1.7355548693074099
68728,194,4.07190320573048
238636,275,3.13533211740998
9327,113,3.4078588287309373
18405,121,2.3955247751038726
80274,186,2.8791546032100825
792,351,3.8738801187209724
10022,167,1.804869167909134
293660,140,4.30122577676288
12837,106,1.5360761656930186
194,322,5.0
464,216,4.223918653214459
691,134,1.6863598616312432
81005,129,3.905191867928886
9481,231,4.975677283762558
319888,253,2.214469890911716
496,170,0.5913776976292606
13809,150,1.0284754226950628
1892,204,4.0214859953317195
14161,101,3.7223653841500273
597,197,2.5468825318793558
27205,237,3.563297378529103
1705,100,4.055037176623988
9552,168,3.8963429013221065
272,112,1.2610051560918485
134,112,0.5669693652900567
152,109,2.5036774533451673
8874,204,3.744959556720035
37958,229,2.5892815649083927
1402,102,2.2823807599481007
7326,150,3.844510066963143
34806,155,1.2521353330729608
137106,111,2.434338488224581
8848,257,3.134593019486154
10661,163,3.6586890328552966
82690,125,3.892947181439813
12163,125,3.8591654723371063
1930,105,2.8314924936895878
2832,158,2.0597684348192367
122906,144,1.4015798250271372
262504,102,2.2471162927040806
281957,107,2.6187117919977454
102382,101,5.0
857,1000,5.0
1893,133,2.7832156117058267
266396,140,4.1151054190153165
153,143,2.4109538936989345
225886,200,0.5525259367564175
809,517,0.5065321935918976
78,148,4.806090670638134
312221,272,3.4321696275026947
9762,105,2.754650106230813
49051,147,4.695646140829098
11324,108,3.79339524568425
1701,211,2.080516253907684
19995,195,2.176273503687198
104755,173,2.755971881151869
772,119,3.4400333927284166
205775,265,2.587521308237968
11321,144,3.056479793736458
10195,134,3.0475887703618865
286217,111,4.5739101777912525
118340,160,5.0
686,279,5.0
1924,127,0.604002319729303
19913,151,4.404695022025943
8914,102,1.3918023733713776
10634,106,5.0
62835,120,4.475260330979772
8195,195,1.4741915454103363
862,132,3.1926284441971076
1933,483,2.720139530946773
101299,149,4.146140099222258
10140,232,4.179635267253224
120,135,0.9657940466868116
671,146,4.388536430170644
277,374,1.3230827062868293
956,181,3.650754753646321
57158,104,1.6121996707771298
41154,140,2.824707683642951
16433,139,5.0
27022,139,2.170581483411828
264644,399,2.6248389507907266
1497,128,4.529475314094449
152601,141,3.2593285882592875
593,123,2.302500759502059
1359,114,2.6438799162162234
12113,115,4.535134731211741
19933,116,2.540457154457231
59108,101,2.732575490100037
44945,111,4.472921652987025
10528,151,0.0
297761,111,3.0063718314332775
680,392,1.3477140637083547
597,351,1.6447720674079245
83666,172,0.7570536911872283
9870,163,3.6402196271042158
217,101,4.923960425004772
863,115,3.559225029855629
752,111,2.4232467260949466
19908,193,3.5805983194150652
150689,111,3.4100192711587134
37950,110,2.3346585689129666
54138,250,2.393474684608586
14560,152,3.3204444448714896
18533,154,2.623667331665688
10744,105,0.5999943588394805
10530,443,1.6616554246709505
273481,108,2.4089386775472033
195589,166,3.367449279066668
116745,416,4.473297434242507
154,121,3.7082764255167797
8467,144,1.615023149376464
4380,186,2.831341520588902
82702,120,1.3732836237399506
194662,131,3.832812995786862
258489,128,0.8516545507896343
97367,123,5.0
77016,100,5.0
10200,111,3.5457554648423977
228150,114,3.947354519024011
68724,325,4.700177209355009
2687,161,2.9508025294548017
54138,222,3.6620968197027777
14337,135,0.0
4108,148,1.4228360837996439
68721,675,1.7964458712727511
44214,155,3.6519037010363307
8835,139,2.7035637582219842
20352,121,3.548640626345233
11817,103,2.3371636913149745
744,177,4.245587132549268
24428,144,2.7837938276515475
2157,119,1.5277951125909923
913,210,1.9047823069236567
157336,169,3.306302689680996
1850,224,2.0654004473484973
9806,232,0.4903953070325562
265208,103,2.823874464085448
122906,108,2.550069161004343
271718,323,5.0
2502,136,5.0
205321,228,1.2107018906342528
10054,150,3.7480311512978743
2503,256,2.9740715406970226
158011,235,2.6741182932173824
76492,113,0.9528969281965205
10734,173,2.941472108509635
9654,184,2.1104136646313933
157353,216,3.1523501181800273
1979,130,3.1687163142996653
11190,289,0.7566896594418115
28178,123,3.444909185102289
2300,387,3.731204584150792
103620,118,2.9756183977180597
343795,118,1.9648440203712032
222936,257,3.603508892976955
41154,122,3.531046231895397
8961,128,1.976406574546663
1359,125,1.6645446798657257
1018,370,0.0
147441,201,0.9021111829177686
238,122,1.341611210267653
27578,137,2.4260322696610865
37903,169,3.4435993561325344
43949,120,1.3553598090987802
924,204,1.0912360718487646
559,115,2.507857306515639
19585,106,2.657737941165453
22,234,0.09239620232872614
435,126,4.639430800504712
840,111,2.8116023309792983
709,107,2.9782250362622724
19901,190,1.562994977671836
854,275,4.6981972933258
13788,158,0.2985165167919144
9268,140,3.039284383305099
226,338,3.1901421580704157
187,164,2.0266147226092386
286565,292,1.045434391554326
146233,111,2.9476536906441226
87101,117,4.339419698725379
8080,1000,4.640705085691764
44912,387,2.9946326632434594
44264,1000,1.9048049077737044
1865,118,3.3610494910886324
52449,293,4.000539364311216
12113,191,1.8700250253518211
11,170,5.0
2976,124,2.9676075323109923
15512,174,3.259053049417605
796,114,2.702194069885416
254470,118,2.919298920713476
278927,155,2.032391723852668
824,186,0.0
